customer_id,name,email,country,created_at,rejection_reasons
910.0,,vzanardiip9@youku.com,France,25/8/2026,missing_values
911.0,,vyerbypa@ebay.co.uk,,,"missing_values, invalid_date"
913.0,Nealson Spitaro,nspitaropc@rakuten.co.jp,Jordan,21/11/2026,invalid_date
915.0,Rubin Woolfitt,,Papua New Guinea,4/6/2026,"missing_values, invalid_email"
920.0,Web Bramhill,wbramhillpj@who.int,Brazil,19/1/2027,invalid_date
924.0,Ninette Fairpool,nfairpoolpn@dropbox.com,Ukraine,30/9/2026,invalid_date
,Angelle Trase,atrasept@usatoday.com,Albania,2/7/2026,"missing_values, duplicate_customer_id"
931.0,Ira Menendez,imenendezpu@gravatar.com,United States,25/1/2027,invalid_date
932.0,Heather Hanaford,hhanafordpv@hp.com,Malaysia,12/12/2026,invalid_date
933.0,Lynelle Wyne,lwynepw@yandex.ru,Indonesia,19/10/2026,invalid_date
938.0,,mbartolomucciq1@furl.net,,18/2/2026,missing_values
939.0,Louise Daltry,ldaltryq2@nytimes.com,North Korea,14/12/2026,invalid_date
947.0,Gerri Januszewicz,gjanuszewiczqa@pen.io,Peru,30/9/2026,invalid_date
949.0,Isa Acreman,iacremanqc@ucoz.com,Portugal,30/10/2026,invalid_date
,Prent Busby,pbusbyqe@webnode.com,Kazakhstan,3/5/2026,"missing_values, duplicate_customer_id"
957.0,Cyndie Lies,cliesqk@bizjournals.com,Poland,27/12/2026,invalid_date
960.0,Margie M'Quharge,mmquhargeqn@tamu.edu,Indonesia,9/11/2026,invalid_date
962.0,Tess Oldknowe,toldknoweqp@theglobeandmail.com,Brazil,28/1/2027,invalid_date
965.0,,kkaiserqs@simplemachines.org,Bulgaria,27/1/2026,missing_values
971.0,Aurel Okenfold,aokenfoldqy@facebook.com,Indonesia,,"missing_values, invalid_date"
972.0,Simon Askin,saskinqz@kickstarter.com,Georgia,1/10/2026,invalid_date
975.0,Annetta Lascell,alascellr2@digg.com,Indonesia,11/1/2027,invalid_date
984.0,Gavra Hitcham,ghitchamrb@hostgator.com,Yemen,29/11/2026,invalid_date
985.0,,jfenimorerc@go.com,United States,10/6/2025,missing_values
987.0,Kim Skace,kskacere@walmart.com,Brazil,25/12/2026,invalid_date
988.0,Keane Nell,knellrf@ebay.com,Indonesia,30/1/2027,invalid_date
991.0,Meredith Brice,mbriceri@umn.edu,Philippines,10/12/2026,invalid_date
992.0,Werner De Malchar,wderj@disqus.com,Argentina,14/11/2026,invalid_date
997.0,Tove Redfern,tredfernro@pagesperso-orange.fr,Greece,6/12/2026,invalid_date
,Perkin Sail,psailrp@github.io,United States,18/10/2025,"missing_values, duplicate_customer_id"
1000.0,Wood Gammett,wgammettrr@dailymotion.com,Poland,25/9/2026,invalid_date
